"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"ANDREW LOWRY","MIAMI OH",25,25,1,100,"A+"
"CHRISTIAN YOUNG","SO MISS",30,30,1,100,"A+"
"JACKSON NELSON","UTAH ST",70,70,1,100,"A+"
"TADAN BINGHAM","LA TECH",30,30,1,99.82,"A+"
"REESE OSEI-WUSU","S ALABAMA",168,84,2,98.76,"A+"
"ETHAN HUBBARD","S ALABAMA",159,79.5,2,97.47,"A+"
"CARLOS SLAYDEN","AKRON",95,47.5,2,95.98,"A+"
"DEANDRE MARSHALL","UTSA",25,25,1,95.71,"A+"
"PHERLESKI MARTIN","GA STATE",97,48.5,2,95.05,"A+"
"JUSTIN MICHAELIS","RICE",75,37.5,2,93.6,"A+"
"BRIAN BEIDATSCH","MIAMI OH",74,37,2,93.21,"A"
"STERLING WIGGINS","ARK STATE",115,57.5,2,92.28,"A"
"ZAMARIO WOODGETT","KENNESAW",27,27,1,91.68,"A"
"JAMES THOMAS JR.","BOWL GREEN",121,60.5,2,91.07,"A"
"TIGANA CISSE","OHIO",40,40,1,91.03,"A"
"HENRY SELLARDS","NEVADA",129,64.5,2,90.23,"A"
"DEVON MANUEL","APP STATE",136,68,2,90.1,"A"
"MANASSE ITETE","ARK STATE",108,54,2,89.61,"A"
"DJ FOX","JAMES MAD",67,33.5,2,89.09,"A"
"ROLAN FULLWOOD","FRESNO ST",108,54,2,88.51,"A"
"MOFE ADEWOLE","KENT STATE",112,56,2,87.38,"A"
"SULLY BURNS","TEXAS ST",138,69,2,87.33,"A"
"ANTHONY CACCESE","DELAWARE",131,65.5,2,87.1,"A"
"JEREMIAH ORR","JVILLE ST",111,55.5,2,86.79,"A"
"MATT HOFER","TOLEDO",106,53,2,86.66,"A-"
"BRAYLON JENKINS","WYOMING",116,58,2,86.51,"A-"
"ETHAN GREEN","USF",102,51,2,86.39,"A-"
"MARCUS MASCOLL","GA STATE",37,37,1,86.13,"A-"
"SIMEON AFALAVA","S JOSE ST",157,78.5,2,86.13,"A-"
"LUKE MILLER","RICE",88,44,2,85.88,"A-"
"LUKE NEEDHAM","RICE",79,39.5,2,85.73,"A-"
"LUKE DUSKA","KENNESAW",27,27,1,85.65,"A-"
"ZAY ALEXANDER","LA LAFAYET",93,46.5,2,85.63,"A-"
"JOHN HOLTHAUS","COLO STATE",136,68,2,85.6,"A-"
"JA'KAVION NONAR","FAU",165,82.5,2,85.14,"A-"
"KEYON COX","UAB",122,61,2,84.85,"A-"
"KING LARGE","MO STATE",92,46,2,84.71,"A-"
"BRODY DUFFEL","TULSA",135,67.5,2,84.36,"A-"
"GABRIEL ARENA","BUFFALO",155,77.5,2,84.36,"A-"
"VAL ERICKSON","LIBERTY",38,38,1,80.62,"A-"
"TRA'JON TOWNSEND","TROY",60,60,1,80.51,"A-"
"TRUMAIN LAWSON","OHIO",133,66.5,2,80.43,"A-"
"BRADEN CAIN","SO MISS",106,53,2,79.9,"B+"
"JOHNNY WILLIAMS IV","N TEXAS",137,68.5,2,79.64,"B+"
"REX JOHNSEN","WYOMING",116,58,2,79.49,"B+"
"HAYDEN CHRISTMAN","LA TECH",87,43.5,2,79.42,"B+"
"TYLER LAWRENCE","NEW MEXICO",108,54,2,78.98,"B+"
"DAVID APPLEWHITE","LA MONROE",127,63.5,2,78.94,"B+"
"KEVIN EVEHE","LIBERTY",25,25,1,78.75,"B+"
"SEBASTIAN ESPINOZA","MO STATE",60,30,2,78.57,"B+"
