"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"ALEXIS SANCHEZ","BOWL GREEN",118,59,2,87.92,"A"
"NINO FRANCAVILLA","BUFFALO",155,77.5,2,87.34,"A"
"JOHN BOCK II","TULANE",44,44,1,85.48,"A-"
"JOE ROUNDS","SO MISS",107,53.5,2,85.42,"A-"
"TYHLER WILLIAMS","GA STATE",118,59,2,84.98,"A-"
"MIKEL UDENGWU","TEXAS ST",131,65.5,2,82.87,"A-"
"BRIAN WILLIAMS JR.","UTEP",98,49,2,82.29,"A-"
"COLIN LYONS","AKRON",129,64.5,2,81.53,"A-"
"CHRIS MORENO","MIDDLE TN",96,48,2,80.08,"A-"
"VAN WELLS","OREGON ST",152,76,2,78.95,"B+"
"PHILLIP OCON","COLO STATE",136,68,2,77.83,"B+"
"ISAAC LUCAS","S DIEGO ST",107,53.5,2,77.11,"B+"
"ADAM LEPKOWSKI","UAB",152,76,2,76.09,"B+"
"JAMES WILLIAMS","NEW MEX ST",127,63.5,2,74.45,"B+"
"TYLER CAPPI","TROY",137,68.5,2,73.15,"B"
"KADEN ROBNETT","NEW MEXICO",108,54,2,73.08,"B"
"ISAIAH VILLANUEVA","MO STATE",41,41,1,69.1,"B"
"AARON FENIMORE","LIBERTY",137,68.5,2,68.98,"B"
"GRIFFIN SCROGGS","UNLV",125,62.5,2,68.16,"B"
"JAYDEN THOMAS","APP STATE",91,45.5,2,67.96,"B"
"LUCAS MRACHKOVSKIY","JVILLE ST",126,63,2,67.34,"B"
"MATEO GUEVARA","KENNESAW",117,58.5,2,66.82,"B"
"JACOB NORCROSS","NEVADA",129,64.5,2,66.47,"B-"
"ZACH GREENBERG","JAMES MAD",88,44,2,66.01,"B-"
"LUKE LAPEZE","UTSA",134,67,2,65.67,"B-"
"GRANT HAWORTH","BALL ST",136,68,2,64.61,"B-"
"BRADEN CUNNINGHAM","FAU",170,85,2,64.14,"B-"
"CHANTZ CHARGUALAF","UTAH ST",81,40.5,2,63.95,"B-"
"K'LEYONE IOSUA","UTAH ST",107,53.5,2,63.22,"B-"
"KENTON JERIDO","S ALABAMA",168,84,2,63.18,"B-"
"MALACHI PRECIADO","TULSA",136,68,2,62.16,"B-"
"JOSEPH HARBERT","S JOSE ST",153,76.5,2,61.93,"B-"
"PHILLIP GRAY","MEMPHIS",120,60,2,57.5,"C+"
"TY FURNISH","GA SOUTHRN",125,62.5,2,56.57,"C+"
"STEWART TAUFA","BOISE ST",142,71,2,56.55,"C+"
"JOJO MATAUTIA","NEW MEXICO",32,32,1,56.54,"C+"
"SEAN DUGERY","LA MONROE",127,63.5,2,55.7,"C+"
"STEVEN DEMBOSKI","DELAWARE",131,65.5,2,54.84,"C+"
"NIC CRUJI","CHARLOTTE",132,66,2,54.65,"C+"
"KRIS MANU","MIAMI OH",83,41.5,2,53.89,"C+"
"BROCK STUKES","SM HOUSTON",138,69,2,53.76,"C+"
"CHANDLER STRONG","N TEXAS",137,68.5,2,53.19,"C"
"NOAH DUNHAM","WASH STATE",109,54.5,2,53.1,"C"
"LANDON HRON","N ILLINOIS",127,63.5,2,52.89,"C"
"KHALIL COLLINS","USF",56,56,1,51.99,"C"
"NICHOLAS GALLEGOS","E MICHIGAN",122,61,2,50.93,"C"
"JOHN STONE","TEMPLE",113,56.5,2,50.17,"C"
"LOSINI MAKA","C MICHIGAN",89,44.5,2,49.61,"C"
"JOB MAVRICK","OHIO",42,42,1,49.3,"C"
"NATE BLEDSOE","RICE",99,49.5,2,44.3,"C-"
"KAIN MCDONALD","COAST CAR",119,59.5,2,44.11,"C-"
"MASON MYERS","ARK STATE",105,52.5,2,44.03,"C-"
"BRAYDEN WALKER","DOMINION",111,55.5,2,43.96,"C-"
"JASON MACIEJCZAK","WYOMING",86,43,2,43.38,"C-"
"OSCAR WEIGEL","FRESNO ST",95,47.5,2,42.63,"C-"
"BRANDON BEST","E CAROLINA",82,41,2,41.58,"C-"
"ETHAN SPENCER","HAWAII",149,74.5,2,41.57,"C-"
"DAVEION HARLEY","FIU",155,77.5,2,41.33,"C-"
"BEN MIDEA","KENT STATE",119,59.5,2,40.91,"C-"
"LUKE RECTOR","TOLEDO",97,48.5,2,40.36,"C-"
"SPENCER BECKEMAN","W MICHIGAN",114,57,2,40.27,"C-"
"ALEC JOHNSON","W KENTUCKY",135,67.5,2,36.39,"D+"
"GAVIN MARKS","TULANE",60,60,1,32.29,"D"
"COOPER FORDHAM","LA LAFAYET",92,46,2,29.66,"D"
"ROY BRACKINS III","LA TECH",91,45.5,2,27.61,"D"
"ANDREW DUDLEY","MARSHALL",117,58.5,2,8.62,"F"
