"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"CADEN CREEL","JVILLE ST",116,58,2,97,"A+"
"HAUSS HEJNY","COLO STATE",140,70,2,95.8,"A+"
"QUINN HENICLE","DOMINION",112,56,2,86.12,"A-"
"LUNCH WINFIELD","LA LAFAYET",103,51.5,2,85.68,"A-"
"DEUCE BAILEY","COAST CAR",138,69,2,84.93,"A-"
"MALACHI SINGLETON","APP STATE",104,52,2,83.3,"A-"
"CADEN VELTKAMP","FAU",180,90,2,83.17,"A-"
"RICKIE COLLINS","KENNESAW",116,58,2,83.07,"A-"
"BRADEN ATKINSON","OREGON ST",156,78,2,80.45,"A-"
"BISHOP DAVENPORT","S ALABAMA",163,81.5,2,77.84,"B+"
"MARCUS STOKES","MEMPHIS",120,60,2,77.83,"B+"
"MADDUX MADSEN","BOISE ST",136,68,2,77.53,"B+"
"CAMERAN BROWN","GA STATE",84,42,2,76.99,"B+"
"MICHAEL VAN BUREN JR.","USF",112,56,2,76.47,"B+"
"DAVID MCCOMB","MIAMI OH",96,48,2,73,"B"
"LUKE WEAVER","S JOSE ST",158,79,2,72.7,"B"
"COLE GONZALES","CHARLOTTE",152,76,2,72.65,"B"
"JJ KOHL","FIU",156,78,2,70.41,"B"
"GOOSE CROWDER","TROY",137,68.5,2,68.9,"B"
"TAYVEN JACKSON","N TEXAS",116,58,2,68.88,"B"
"DRU DESHIELDS","KENT STATE",78,39,2,67.93,"B"
"CIBASTIAN BROUGHTON","AKRON",114,57,2,67.83,"B"
"ROMAN GAGLIANO","MIDDLE TN",102,51,2,66.5,"B-"
"TREY OWENS","ARK STATE",126,63,2,65.59,"B-"
"BLAKE BAKER","LA TECH",56,28,2,64.77,"B-"
"OWEN MCCOWN","UTSA",104,52,2,64.7,"B-"
"LANDYN LOCKE","SM HOUSTON",145,72.5,2,64.34,"B-"
"NICK MINICUCCI","DELAWARE",118,59,2,64.12,"B-"
"JACKSON ARNOLD","UNLV",130,65,2,60.99,"B-"
"RYDER BURTON","UAB",164,82,2,59.99,"C+"
"JOHN ALAN RICHTER","TOLEDO",90,45,2,58.49,"C+"
"TYLER HUGHES","WYOMING",110,55,2,58.13,"C+"
"TREY HEDDEN","NEW MEX ST",110,55,2,56.83,"C+"
"EJ COLSON JR.","UTEP",80,40,2,56.78,"C+"
"BRAD JACKSON","TEXAS ST",92,46,2,56.17,"C+"
"TOA FA'AVAE","NEW MEXICO",66,33,2,55.5,"C+"
"CADEN PINNICK","WASH STATE",116,58,2,54.72,"C+"
"KELDRIC LUSTER","BALL ST",110,55,2,54.01,"C+"
"JAYDEN MANDAL","FRESNO ST",90,45,2,54,"C+"
"BROC LOWRY","W MICHIGAN",138,69,2,52.8,"C"
"BAYLOR HAYES","TULSA",122,61,2,52.37,"C"
"ELIJAH HOLMES","BUFFALO",168,84,2,51.98,"C"
"DESHAWN PURDIE","LIBERTY",134,67,2,51.67,"C"
"MAX JOHNSON","GA SOUTHRN",118,59,2,45.96,"C-"
"AUSTIN CARLISLE","LA MONROE",58,29,2,44.89,"C-"
"CARLOS DEL RIO-WILSON","MARSHALL",96,48,2,44.72,"C-"
"KADIN SEMONZA","TULANE",80,40,2,44.34,"C-"
"MITCH GRIFFIS","E CAROLINA",68,34,2,43.49,"C-"
"MICAH ALEJADO","HAWAII",152,76,2,42.68,"C-"
"JAYDEN DENEGAL","S DIEGO ST",98,49,2,41.19,"C-"
"ETHAN HAMPTON","SO MISS",128,64,2,40.52,"C-"
"SKYLER LOCKLEAR","MO STATE",82,41,2,40.15,"C-"
"GRADY BROSTERHOUS","UTAH ST",52,26,2,39.38,"D+"
"NOAH KIM","E MICHIGAN",138,69,2,38.08,"D+"
"JAY KASTANTIN","BOWL GREEN",138,69,2,34.76,"D+"
"CAMDEN COLEMAN","JAMES MAD",30,15,2,34.21,"D+"
"TARON DICKENS","N ILLINOIS",60,30,2,33.79,"D+"
"RODNEY TISDALE JR.","W KENTUCKY",161,80.5,2,18.45,"F"
