"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"JON ADAIR","VIRGINIA",29,29,1,100,"A+"
"MCKALE BOLEY","VIRGINIA",30,30,1,100,"A+"
"MONROE MILLS","VIRGINIA",31,31,1,100,"A+"
"WHIT HAFER","MISSOURI",41,41,1,100,"A+"
"LUKE WORK","MISSOURI",107,53.5,2,94.04,"A+"
"WITTEN VAN HOY","TCU",35,35,1,90.41,"A"
"CAYDEN GREEN","MISSOURI",69,69,1,90.29,"A"
"TEAGUE ANDERSEN","NC STATE",50,50,1,89.26,"A"
"JIMARION MCCRIMON","NC STATE",45,45,1,88.4,"A"
"ZAC CLARKE","CINCINNATI",27,27,1,86.24,"A-"
"JACK LANGE","MISSOURI",46,46,1,85.94,"A-"
"NATHAN ROY","MINNESOTA",118,59,2,84.62,"A-"
"MALACHI GOODMAN","PENN STATE",115,57.5,2,84.42,"A-"
"JACOB HAWKS","MIAMI FL",25,25,1,84.29,"A-"
"SAMSON OKUNLOLA","MIAMI FL",90,45,2,84.2,"A-"
"JUDEA MILON","CINCINNATI",117,58.5,2,84.14,"A-"
"JAMAL MERIWEATHER","MIAMI FL",25,25,1,84.07,"A-"
"ELIJAH PAIGE","USC",120,60,2,83.3,"A-"
"KILIAN REGISTE","TCU",44,44,1,82.46,"A-"
"CAMERON GORIN","LOUISVILLE",43,43,1,82.2,"A-"
"PAKI FINAU","BYU",105,52.5,2,82.19,"A-"
"LOGAN REICHERT","MISSOURI",33,33,1,81.72,"A-"
"REECE PARMENTER","UTAH",31,31,1,81.27,"A-"
"BO HUGHLEY","COLORADO",140,70,2,79.88,"B+"
"TOLU OLAJIDE","WAKE",137,68.5,2,79.67,"B+"
"NOLAN LATULIPPE","CINCINNATI",27,27,1,79.45,"B+"
"HOWARD SAMPSON","TEXAS TECH",152,76,2,79.21,"B+"
"MOSHOOD GIWA","RUTGERS",110,55,2,79.19,"B+"
"MALIK AGBO","W VIRGINIA",25,25,1,78.73,"B+"
"WILSON ZIERER","AUBURN",59,59,1,78.45,"B+"
"JACOB PONTON","TEXAS TECH",152,76,2,77.25,"B+"
"BEN TAYLOR-WHITFIELD","TCU",61,61,1,77.19,"B+"
"JAHZARE JACKSON","GEORGIA",31,31,1,76.97,"B+"
"MATTHEW MCCOY","MIAMI FL",90,45,2,76.89,"B+"
"RAHTREL PERRY","MARYLAND",120,60,2,76.53,"B+"
"TREVOR LAUCK","IOWA",99,49.5,2,76.47,"B+"
"JACK DOTZLER","IOWA",127,63.5,2,76.08,"B+"
"ELIJAH PRITCHETT","NEBRASKA",105,52.5,2,76.02,"B+"
"SEAN THOMPKINS JR.","LSU",27,27,1,75.95,"B+"
"JUDE MCCOSKEY","PURDUE",143,71.5,2,75.73,"B+"
"NICK MORROW","KANSAS",79,39.5,2,75.49,"B+"
"CEDRIC JEFFERSON","UTAH",114,57,2,75.28,"B+"
"BRYCE LOVETT","FLORIDA",90,45,2,74.87,"B+"
"NATHAN KNAPIK","ILLINOIS",117,58.5,2,71.44,"B"
"JORDAN HALL","N CAROLINA",42,42,1,71.38,"B"
"JOE COTTON","CINCINNATI",117,58.5,2,71.36,"B"
"ZEREOUE WILLIAMS","UTAH",107,53.5,2,71.32,"B"
"DAVID SANDERS JR.","TENNESSEE",109,54.5,2,71.17,"B"
"DEANDRE HARPER","KANSAS",69,34.5,2,71.07,"B"
"CHRISTIAN MARTIN","ILLINOIS",117,58.5,2,70.93,"B"
"RYAN HOWARD","KANSAS ST",115,57.5,2,70.9,"B"
"CARTER SMITH","INDIANA",95,47.5,2,70.75,"B"
"JACKSON LLOYD","ALABAMA",144,72,2,70.18,"B"
"MELVIN SIANI","TEXAS",135,67.5,2,70.15,"B"
"TREVOR GOOSBY","TEXAS",132,66,2,69.96,"B"
"EKENE OGBOKO","GEORGIA",88,44,2,69.95,"B"
"KEVIN BROWN","W VIRGINIA",108,54,2,69.68,"B"
"LEON BELL","COLORADO",141,70.5,2,69.67,"B"
"WILKIN FORMBY","TEXAS A&M",111,55.5,2,69.55,"B"
"AIDAN LYNCH","VA TECH",119,59.5,2,69.36,"B"
"TYLER NEEDHAM","RUTGERS",122,61,2,69.11,"B"
"DAYNE ARNETT","S CAROLINA",77,38.5,2,68.85,"B"
"PJ WILLIAMS","SMU",98,49,2,68.78,"B"
"TYREE ADAMS","TEXAS A&M",131,65.5,2,68.29,"B"
"DARIUS GRAY","S CAROLINA",109,54.5,2,68.25,"B"
"JACQAWN MCROY","N CAROLINA",42,42,1,68.1,"B"
