"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"JACKSON FORREST","DOMINION",71,35.5,2,99.83,"A+"
"AIDEN SULLIVAN","OREGON ST",123,61.5,2,96.97,"A+"
"ETHAN STUHLSATZ","WYOMING",60,60,1,92.64,"A"
"BRENDEN REESE","N TEXAS",37,37,1,92.58,"A"
"COLIN GALLAGHER","DELAWARE",73,36.5,2,92.24,"A"
"EJ SMITH","NEVADA",129,64.5,2,90.75,"A"
"HAYDEN DAWAHARE","KENT STATE",80,40,2,87.57,"A"
"DILLON MOORE","W MICHIGAN",109,54.5,2,87.43,"A"
"DORIAN PRINGLE","BOWL GREEN",108,54,2,87.01,"A"
"ROBERT STEVENS III","ARK STATE",113,56.5,2,87,"A"
"JORDAN THOMPSON","COAST CAR",98,49,2,86.46,"A-"
"TJ THOMPSON","TROY",69,34.5,2,86.18,"A-"
"DEREK HOUSTON","SACRAMENTO",23,23,1,85.37,"A-"
"BLAKE MATTHEWS","DELAWARE",40,40,1,85.34,"A-"
"JULIAN FOX","TOLEDO",128,64,2,85.31,"A-"
"MARCANTHONY PARKER","NAVY",109,54.5,2,84.93,"A-"
"STEVIE BRACEY","BUFFALO",117,58.5,2,84.83,"A-"
"ALONZO JACKSON JR.","LA TECH",90,45,2,84.58,"A-"
"ZACH MOWCHAN","E MICHIGAN",136,68,2,84.29,"A-"
"RASHON MYLES JR.","GA SOUTHRN",101,50.5,2,84.06,"A-"
"MICHAEL HARRIS","USF",34,34,1,83.82,"A-"
"MIKEY ROSA","JVILLE ST",22,22,1,83.14,"A-"
"CURLY ORDONEZ","TEMPLE",110,55,2,82.5,"A-"
"TYLER LASSITER","SO MISS",15,15,1,82.49,"A-"
"WALKER O'STEEN","JVILLE ST",86,43,2,81.94,"A-"
"IKE ESONWUNE","UAB",108,54,2,81.71,"A-"
"DEAN FORD","SM HOUSTON",103,51.5,2,81.67,"A-"
"JA'MEZ DRUMMER","DOMINION",94,47,2,81.44,"A-"
"MATHIS HAYGOOD","SO MISS",92,46,2,81.15,"A-"
"DAX COLLINS","TULSA",117,58.5,2,80.86,"A-"
"ISAAC ZAY","TOLEDO",101,50.5,2,80.78,"A-"
"ZHERIC HILL","LA TECH",94,47,2,80.33,"A-"
"JASHAWN NELSON","N ILLINOIS",122,61,2,80.25,"A-"
"STELLAN BOWMAN","CHARLOTTE",31,31,1,80.23,"A-"
"JALEN BELL","DELAWARE",26,26,1,79.63,"B+"
"STEVEN PEREZ","WYOMING",26,26,1,78.86,"B+"
"GARRETT HAWKINS","UTEP",81,40.5,2,77.78,"B+"
"ALEX MITCHELL","APP STATE",93,46.5,2,77.74,"B+"
"MARCELLIUS PULLIAM","COAST CAR",98,49,2,77.5,"B+"
"MAKAI WILLIAMS","TULANE",67,33.5,2,77.11,"B+"
"COLEMAN CAULEY","NAVY",107,53.5,2,76.68,"B+"
"ZAKYE BARKER","N TEXAS",75,37.5,2,76.66,"B+"
"JUSTYCE BETTS","W MICHIGAN",63,31.5,2,76.56,"B+"
"CLAY MARTINEAU","NEW MEXICO",54,27,2,75.15,"B+"
"DICKSON AGU","TULANE",126,63,2,75.15,"B+"
"JT HOOTEN","JAMES MAD",83,41.5,2,74.96,"B+"
"BRANDON TUCKER","UTSA",82,41,2,74.85,"B+"
"DONELIUS JOHNSON","AKRON",82,41,2,74.78,"B+"
"MELVIN SPRIGGS","SO MISS",17,17,1,74.51,"B+"
"RYAN GREEN","GA STATE",15,15,1,74.4,"B+"
"GAVIN MOUL","DELAWARE",105,52.5,2,74.36,"B+"
"ZAIDEN DAVIS","NEW MEX ST",19,19,1,74.29,"B+"
"GAVIN WILLIS","CHARLOTTE",112,56,2,73.92,"B+"
"AARON ALEXANDER","N TEXAS",69,34.5,2,73.64,"B+"
"KOA NAOTALA","DOMINION",74,37,2,73.64,"B+"
"ALEX ROCHA","SACRAMENTO",65,32.5,2,73.57,"B+"
"BOEN PHELPS","BOISE ST",109,54.5,2,72.31,"B"
"JAMIH OTIS","HAWAII",125,62.5,2,72.14,"B"
"JAXTON ECK","NEW MEXICO",27,27,1,72.11,"B"
"DYLAN LEE","S JOSE ST",122,61,2,71.95,"B"
"XAVIER WHITE","C MICHIGAN",101,50.5,2,71.48,"B"
"GANNON WEATHERSBY","JAMES MAD",26,26,1,71.29,"B"
"SIONE HALA","S DIEGO ST",112,56,2,71.27,"B"
